Hotel Name,Location,Tarrif,Ratings,Number of reviews,Website
La Quinta Inn & Suites by Wyndham Greensboro NC,Greensboro,$65,4.1/5,"(1,002 reviews)",https://www.expedia.com/Greensboro-Hotels-La-Quinta-Inn-Suites-By-Wyndham-Greensboro-NC.h282691.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730109&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=65&top_cur=USD&semdtl=&selectedRoomType=201050830&selectedRatePlan=246098957
Clarion Pointe Greensboro Airport,Greensboro,$63,3.7/5,(943 reviews),https://www.expedia.com/Greensboro-Hotels-Clarion-Inn-Greensboro-Airport.h217318.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730111&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=63&top_cur=USD&semdtl=&selectedRoomType=217339828&selectedRatePlan=268266567
Comfort Suites Four Seasons,Greensboro,$110,4.2/5,(889 reviews),https://www.expedia.com/Greensboro-Hotels-Comfort-Suites-Four-Seasons.h2233242.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730113&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=110&top_cur=USD&semdtl=&selectedRoomType=211214879&selectedRatePlan=228297897
Comfort Suites Whitsett - Greensboro East,Whitsett,$84,4.5/5,(493 reviews),https://www.expedia.com/Greensboro-Hotels-Comfort-Suites-Whitsett-Greensboro-East.h3135974.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730115&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=84&top_cur=USD&semdtl=&selectedRoomType=211813978&selectedRatePlan=232303638
The Biltmore Greensboro Hotel,Downtown Greensboro,$129,4.2/5,(289 reviews),https://www.expedia.com/Greensboro-Hotels-The-Biltmore-Greensboro-Hotel.h3909.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730117&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&neighborhoodId=6347865&sort=RECOMMENDED&top_dp=129&top_cur=USD&semdtl=&selectedRoomType=201287633&selectedRatePlan=206237862
Drury Inn & Suites Greensboro,Greensboro,$110,4.4/5,(934 reviews),https://www.expedia.com/Greensboro-Hotels-Drury-Inn-Suites-Greensboro.h217323.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730119&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=110&top_cur=USD&semdtl=&selectedRoomType=211211828&selectedRatePlan=228221220
Wyndham Garden Greensboro,Greensboro,$101,3.7/5,"(1,007 reviews)",https://www.expedia.com/Greensboro-Hotels-Wyndham-Garden-Greensboro.h40822.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730120&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=101&top_cur=USD&semdtl=&selectedRoomType=201688975&selectedRatePlan=256169259
Comfort Inn Greensboro - Kernersville,Greensboro,$80,4.2/5,(911 reviews),https://www.expedia.com/Greensboro-Hotels-Comfort-Inn-Greensboro.h8415.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730122&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=80&top_cur=USD&semdtl=&selectedRoomType=213312945&selectedRatePlan=242289625
Hyatt Place Greensboro,Greensboro,$99,4.2/5,"(1,000 reviews)",https://www.expedia.com/Greensboro-Hotels-Hyatt-Place-Greensboro.h27773.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730124&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=99&top_cur=USD&semdtl=&selectedRoomType=200160967&selectedRatePlan=224145692
Wingate by Wyndham High Point,High Point,$93,4.1/5,(996 reviews),https://www.expedia.com/Greensboro-Hotels-Wingate-By-Wyndham-High-Point.h519070.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730126&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=93&top_cur=USD&semdtl=&selectedRoomType=200665281&selectedRatePlan=203255635
Atrium Inn,High Point,$84,4.1/5,(123 reviews),https://www.expedia.com/Greensboro-Hotels-Atrium-Inn.h1584875.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730128&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=84&top_cur=USD&semdtl=&selectedRoomType=178111&selectedRatePlan=417251
La Quinta Inn & Suites by Wyndham Greensboro Arpt High Point,Greensboro,$114,4.5/5,(243 reviews),https://www.expedia.com/Greensboro-Hotels-La-Quinta-Inn-Suites-By-Wyndham-Greensboro-Arpt-High-Point.h30073392.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730129&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=114&top_cur=USD&semdtl=&selectedRoomType=219326762&selectedRatePlan=282175785
Holiday Inn Greensboro Coliseum,Greensboro,$108,4.5/5,(692 reviews),https://www.expedia.com/Greensboro-Hotels-Holiday-Inn-Greensboro-Coliseum.h10070.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730131&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=108&top_cur=USD&semdtl=&selectedRoomType=200922033&selectedRatePlan=381003826
Hawthorn Suites by Wyndham Greensboro,Greensboro,$71,4.0/5,(888 reviews),https://www.expedia.com/Greensboro-Hotels-Hawthorn-Suites-By-Wyndham-Greensboro.h151317.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730134&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=71&top_cur=USD&semdtl=&selectedRoomType=200196660&selectedRatePlan=201126832
"Country Inn & Suites by Radisson, Burlington (Elon), NC",Burlington,$96,4.5/5,(870 reviews),https://www.expedia.com/Greensboro-Hotels-Country-Inn-Suites-By-Radisson.h79275.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730136&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=96&top_cur=USD&semdtl=&selectedRoomType=210028162&selectedRatePlan=220250244
Hyatt Place Greensboro/Downtown,Downtown Greensboro,$179,4.5/5,(231 reviews),https://www.expedia.com/Greensboro-Hotels-Hyatt-Place-GreensboroDowntown.h31708841.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730138&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&neighborhoodId=6347865&sort=RECOMMENDED&top_dp=179&top_cur=USD&semdtl=&selectedRoomType=214522917&selectedRatePlan=250216534
Dailey Renewal Retreat Bed & Breakfast,Lindley Park,$90,4.4/5,(69 reviews),https://www.expedia.com/Greensboro-Hotels-Dailey-Renewal-Retreat-Bed-Breakfast.h3979281.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730140&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&neighborhoodId=553248635976474774&sort=RECOMMENDED&top_dp=90&top_cur=USD&semdtl=&selectedRoomType=210901061&selectedRatePlan=226171931
Drury Inn & Suites Burlington,Burlington,$105,4.8/5,(911 reviews),https://www.expedia.com/Greensboro-Hotels-Drury-Inn-Suites-Burlington.h13372208.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730142&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=105&top_cur=USD&semdtl=&selectedRoomType=314005074&selectedRatePlan=380033939
Wingate by Wyndham - Greensboro,Greensboro,$78,4.5/5,"(1,002 reviews)",https://www.expedia.com/Greensboro-Hotels-Wingate-By-Wyndham-Greensboro.h565784.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730144&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=78&top_cur=USD&semdtl=&selectedRoomType=69923&selectedRatePlan=1114991
La Quinta Inn & Suites by Wyndham Greensboro Arpt High Point,Greensboro,$114,4.5/5,(243 reviews),https://www.expedia.com/Greensboro-Hotels-La-Quinta-Inn-Suites-By-Wyndham-Greensboro-Arpt-High-Point.h30073392.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730147&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=114&top_cur=USD&semdtl=&selectedRoomType=219326762&selectedRatePlan=282175785
Comfort Inn & Suites High Point - Archdale,Archdale,$80,4.1/5,"(1,000 reviews)",https://www.expedia.com/Greensboro-Hotels-Comfort-Inn-Suites-High-Point-Archdale.h2381251.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730148&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=80&top_cur=USD&semdtl=&selectedRoomType=210043895&selectedRatePlan=220246440
Sheraton Greensboro at Four Seasons,Greensboro,$189,4.3/5,"(1,000 reviews)",https://www.expedia.com/Greensboro-Hotels-Sheraton-Greensboro-At-Four-Seasons.h25135.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730150&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=189&top_cur=USD&semdtl=&selectedRoomType=218729984&selectedRatePlan=278379343
Fairfield Inn & Suites by Marriott High Point/Archdale,Archdale,$114,4.4/5,(327 reviews),https://www.expedia.com/Greensboro-Hotels-Fairfield-Inn-Suites-By-Marriott-High-PointArchdale.h1048146.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730152&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=114&top_cur=USD&semdtl=&selectedRoomType=41832&selectedRatePlan=95330
"JH Adams Inn, Trademark Collection by Wyndham",High Point,$157,4.6/5,(497 reviews),https://www.expedia.com/Greensboro-Hotels-JH-Adams-Inn.h1836425.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730153&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=157&top_cur=USD&semdtl=&selectedRoomType=314011888&selectedRatePlan=380113259
Super 8 by Wyndham High Point/Greensboro,High Point,$71,4.2/5,(100 reviews),https://www.expedia.com/Greensboro-Hotels-Super-8-By-Wyndham-High-PointGreensboro.h61522.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730155&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=71&top_cur=USD&semdtl=&selectedRoomType=210602842&selectedRatePlan=224085123
Sleep Inn Airport,Greensboro,$71,4.0/5,(720 reviews),https://www.expedia.com/Greensboro-Hotels-Sleep-Inn-Airport.h663612.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730156&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=71&top_cur=USD&semdtl=&selectedRoomType=210607988&selectedRatePlan=224205191
Quality Inn & Suites Airpark East,Greensboro,$62,3.7/5,(593 reviews),https://www.expedia.com/Greensboro-Hotels-Quality-Inn-Suites-Airpark-East.h12733.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730158&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=62&top_cur=USD&semdtl=&selectedRoomType=211813583&selectedRatePlan=232298539
Extended Stay America - Greensboro - Airport,Greensboro,$67,3.6/5,(325 reviews),https://www.expedia.com/Greensboro-Hotels-Extended-Stay-America-Greensboro-Airport.h217336.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730159&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=67&top_cur=USD&semdtl=&selectedRoomType=211213183&selectedRatePlan=228252972
Microtel Inn by Wyndham Greensboro,Greensboro,$62,3.4/5,(750 reviews),https://www.expedia.com/Greensboro-Hotels-Microtel-Inn-By-Wyndham-Greensboro.h116561.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730161&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=62&top_cur=USD&semdtl=&selectedRoomType=201117884&selectedRatePlan=205273915
Four Points by Sheraton Greensboro Airport,Greensboro,$94,4.2/5,(386 reviews),https://www.expedia.com/Greensboro-Hotels-Four-Points-By-Sheraton-Greensboro-Airport.h41071.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730163&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=94&top_cur=USD&semdtl=&selectedRoomType=210603314&selectedRatePlan=224246843
Holiday Inn Express Greensboro-(I-40 @ Wendover),Greensboro,$107,4.3/5,(540 reviews),https://www.expedia.com/Greensboro-Hotels-Holiday-Inn-Express-Greensboro.h8357.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730164&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=107&top_cur=USD&semdtl=&selectedRoomType=200350169&selectedRatePlan=380838715
Comfort Suites Greensboro Airport,Greensboro,$84,4.5/5,(104 reviews),https://www.expedia.com/Greensboro-Hotels-Comfort-Suites.h34863821.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730165&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=84&top_cur=USD&semdtl=&selectedRoomType=219682791&selectedRatePlan=284202283
"Country Inn & Suites by Radisson, Greensboro, NC",Greensboro,$76,4.3/5,(60 reviews),https://www.expedia.com/Greensboro-Hotels-Country-Inn-Suites-By-Radisson.h48478041.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730167&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=76&top_cur=USD&semdtl=&selectedRoomType=232846817&selectedRatePlan=292368072
Days Inn by Wyndham Greensboro NC,Greensboro,$59,3.7/5,(705 reviews),https://www.expedia.com/Greensboro-Hotels-Days-Inn-By-Wyndham-Greensboro-NC.h2804121.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730169&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=59&top_cur=USD&semdtl=&selectedRoomType=200201728&selectedRatePlan=201150908
DoubleTree by Hilton Greensboro,Greensboro,$184,4.2/5,(951 reviews),https://www.expedia.com/Greensboro-Hotels-DoubleTree-By-Hilton-Greensboro.h1750.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730170&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=184&top_cur=USD&semdtl=&selectedRoomType=200261524&selectedRatePlan=232062138
Red Roof Inn Greensboro Airport,Greensboro,$55,3.5/5,"(1,002 reviews)",https://www.expedia.com/Greensboro-Hotels-Red-Roof-Inn-Greensboro-Airport.h5651.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730172&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=55&top_cur=USD&semdtl=&selectedRoomType=399654&selectedRatePlan=1357157
Best Western Plus Burlington,Burlington,$93,4.2/5,(546 reviews),https://www.expedia.com/Greensboro-Hotels-Best-Western-Plus-Burlington.h25161.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730174&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=93&top_cur=USD&semdtl=&selectedRoomType=200975325&selectedRatePlan=272343433
Haynes Bed and Breakfast,Downtown Greensboro,$119,4.7/5,(77 reviews),https://www.expedia.com/Greensboro-Hotels-Haynes-Bed-And-Breakfast.h3038243.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730175&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&neighborhoodId=6347865&sort=RECOMMENDED&top_dp=119&top_cur=USD&semdtl=&selectedRoomType=210309232&selectedRatePlan=222215787
Wyndham Garden Greensboro,Greensboro,$101,3.7/5,"(1,007 reviews)",https://www.expedia.com/Greensboro-Hotels-Wyndham-Garden-Greensboro.h40822.Hotel-Information?chkin=2021-02-17&chkout=2021-02-18&x_pwa=1&rfrr=HSR&pwa_ts=1607979730177&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5jb20vSG90ZWwtU2VhcmNo&useRewards=false&rm1=a2&regionId=602968&destination=Greensboro+%28and+vicinity%29%2C+North+Carolina%2C+United+States+of+America&destType=MARKET&sort=RECOMMENDED&top_dp=101&top_cur=USD&semdtl=&selectedRoomType=201688975&selectedRatePlan=256169259
